Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Sameera S Rao,"MBBS, Diploma in Orthopaedics",Pediatrician,13 years experience overall,"Banashankari,",Bangalore,100%,8 Patient Stories,₹500
Dr. Lathiesh Kumar Kambham,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",Pediatrician,13 years experience overall,"Whitefield,",Bangalore,81%,20 Patient Stories,₹700
Dr. Lakshmi V,"MBBS, MD - Dermatology , Venereology & Leprosy",Pediatrician,12 years experience overall,"Ashoknagar,",Bangalore,100%,2 Patient Stories,₹800
Dr. Srikanth Kulkarni,"MBBS, DDVL",Pediatrician,13 years experience overall,"Marathahalli,",Bangalore,100%,4 Patient Stories,₹850
Dr. Vivek Kumar N Savsani,"MBBS, MD - Dermatology",Orthopedist,12 years experience overall,"Indiranagar,",Bangalore,100%,,₹650
Dr. Vasudev Prabhu,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,27 years experience overall,"Seshadripuram,",Bangalore,90%,6 Patient Stories,₹740
Dr. Syed Imran,"MBBS, DDVL",Orthopedist,16 years experience overall,"HBR Layout,",Bangalore,100%,100 Patient Stories,₹700
Dr. Ajey Deekshith A S,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,4 years experience overall,"Nagasandra,",Bangalore,,,₹500
Dr. Srinivas C.H.,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,16 years experience overall,"Nagasandra,",Bangalore,100%,,₹400
Dr. Ameeth Kulkarni,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,22 years experience overall,"Jayanagar,",Bangalore,,,₹750
Dr. Vijay A Kulkarni,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,13 years experience overall,"Jayanagar 4 Block,",Bangalore,95%,8 Patient Stories,₹600
Dr. Amrithlal. A. Mascarenhas,"MBBS, DVD",Orthopedist,22 years experience overall,"Millers Road,",Bangalore,91%,13 Patient Stories,₹1000
Dr. Karthik G,"BPTh/BPT, Masters of Physiotheraphy",Orthopedist,24 years experience overall,"Koramangala 5 Block,",Bangalore,93%,14 Patient Stories,₹650
Dr. Prashanth Jain,BPTh/BPT,Orthopedist,20 years experience overall,"Sampangiramnagar,",Bangalore,91%,13 Patient Stories,₹800
Dr. Sowmya M,BPTh/BPT,Dermatologist,15 years experience overall,"Sarjapur Road,",Bangalore,95%,49 Patient Stories,₹700
Dr. Shruthi M K,BPTh/BPT,Dermatologist,13 years experience overall,"Jayanagar 5 Block,",Bangalore,98%,60 Patient Stories,₹600
Dr. Megha M S,BPTh/BPT,Dermatologist,3 years experience overall,"Mahalakshmi Layout,",Bangalore,,,₹600
Dr. Poojita B S,BPTh/BPT,Dermatologist,5 years experience overall,"Jayanagar 4 Block,",Bangalore,,,₹650
Dr. Varsha S Patil,MPTh/MPT - Neurological Physiotherapy,Dermatologist,13 years experience overall,"Kalyan Nagar,",Bangalore,97%,39 Patient Stories,₹700
Dr. Samatha M Swamy,BPTh/BPT,Dermatologist,11 years experience overall,"Bellandur,",Bangalore,100%,22 Patient Stories,₹650
Dr. Bantwal Priya Baliga,"Masters of Physiotheraphy, BPTh/BPT",Dermatologist,7 years experience overall,"HSR Layout,",Bangalore,,,₹500
Dr. Manoj Srinivas,BPTh/BPT,Dermatologist,11 years experience overall,"Indiranagar,",Bangalore,92%,23 Patient Stories,₹600
Dr. Seema Srinivasa,"MBBS, DNB - Obstetrics & Gynecology, DGO",Dermatologist,13 years experience overall,"Rajarajeshwarinagar,",Bangalore,98%,64 Patient Stories,₹600
Dr. Shwetha H P,"MBBS, MD - Obstetrics & Gynaecology",Dermatologist,10 years experience overall,"Sarjapur Road,",Bangalore,95%,18 Patient Stories,₹600
Dr. Aparna Shetty   (Physiotherapist),"MBBS, DGO, MD - Biochemistry",Physiotherapist,3 years experience overall,"HRBR Layout,",Bangalore,,,₹390
Dr. Sushma   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Physiotherapist,2 years experience overall,"Whitefield,",Bangalore,100%,2 Patient Stories,₹450
Dr. G R Chandra Sekhar   (Physiotherapist),"MBBS, DGO, Diploma in Child Health (DCH), MRCOG(UK), FRCOG (UK)",Physiotherapist,17 years experience overall,"Padmanabhanagar,",Bangalore,100%,78 Patient Stories,₹450
Dr. Ponkhi Sharma   (Physiotherapist),"MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), MBBS, DGO",Physiotherapist,15 years experience overall,"Banashankari 3rd Stage,",Bangalore,100%,55 Patient Stories,₹550
Dr. Banushree.B   (Physiotherapist),"MD - Obstetrics & Gynaecology, MBBS",Physiotherapist,4 years experience overall,"Uttarahalli,",Bangalore,,,₹300
Dr. Cincy Sijo   (Physiotherapist),"MBBS, DGO",Physiotherapist,9 years experience overall,"Whitefield,",Bangalore,,,₹650
Dr. Lavanya   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Physiotherapist,1 year experience,"Sahakaranagar,",Bangalore,,,₹300
Dr. Swati Mundra   (Physiotherapist),"MBBS, DGO",Physiotherapist,12 years experience overall,"BTM Layout 2nd Stage,",Bangalore,100%,15 Patient Stories,₹450
Dr. Rajvee Manvar   (Physiotherapist),"MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology, BDS",Physiotherapist,4 years experience overall,"Indiranagar,",Bangalore,,,₹650
Dr. Syeda Sadiya Nikath   (Physiotherapist),BDS,Physiotherapist,2 years experience overall,"Banashankari 3rd Stage,",Bangalore,100%,23 Patient Stories,₹350
Dr. Reeta Biliangady,BDS,Infertility Specialist,41 years experience overall,"Jayanagar,",Bangalore,91%,31 Patient Stories,₹850
Dr. D Vijaya Meenakshi,BDS,Infertility Specialist,19 years experience overall,"Whitefield,",Bangalore,96%,51 Patient Stories,₹850
Dr. A K Shiny Prem,BDS,Infertility Specialist,16 years experience overall,"Indiranagar,",Bangalore,97%,27 Patient Stories,₹600
Dr. Shivani Chandan L,BDS,Infertility Specialist,11 years experience overall,"JP Nagar,",Bangalore,98%,35 Patient Stories,₹750
Dr. Kamini Arvind Rao,BDS,Infertility Specialist,46 years experience overall,"JP Nagar 1 Phase,",Bangalore,90%,42 Patient Stories,₹1200
Dr. Madhuri Patil,BDS,Infertility Specialist,37 years experience overall,"Bannerghatta Road,",Bangalore,82%,19 Patient Stories,₹1000
Dr. Ruksana,BDS,Infertility Specialist,22 years experience overall,"Kalyan Nagar,",Bangalore,100%,21 Patient Stories,₹600
Dr. Poornima Kinila,"MDS - Oral & Maxillofacial Surgery, BDS",Infertility Specialist,17 years experience overall,"JP Nagar,",Bangalore,100%,27 Patient Stories,₹750
Dr. Devi R,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,12 years experience overall,"Indiranagar,",Bangalore,98%,27 Patient Stories,₹900
Dr. Rashmi Naik N,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS, MNAMS - Obstetrics & Gynaecology",Infertility Specialist,20 years experience overall,"Basaveshwaranagar,",Bangalore,96%,20 Patient Stories,₹800
Dr. Manav Kalra,"MBBS, MD - Midwifery & Gynecology",Dentist,14 years experience overall,"Defence Colony,",Delhi,95%,199 Patient Stories,₹1000
Dr. Shivani Gupta,"MBBS, DGO",Dentist,25 years experience overall,"Kilokri,",Delhi,99%,74 Patient Stories,₹1500
Dr. Shikha Sharma,"MBBS, MS - Obstetrics & Gynaecology",Dentist,25 years experience overall,"Vasant Kunj,",Delhi,98%,92 Patient Stories,₹500
Dr. Adiba Kauser,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dentist,15 years experience overall,"Zakir Nagar,",Delhi,96%,49 Patient Stories,₹200
Dr. Poonam Valecha,"MBBS, DNB - Obstetrics & Gynecology, DGO",Dentist,22 years experience overall,"Rohini,",Delhi,100%,131 Patient Stories,₹500
Dr. Ritesh,"MBBS, MS - Obstetrics & Gynaecology",Dentist,17 years experience overall,"Vasant Kunj,",Delhi,99%,111 Patient Stories,₹500
Dr. Shilpi Malhotra,"MBBS, MD - Obstetrics & Gynaecology",Dentist,17 years experience overall,"Dwarka Sector 12,",Delhi,94%,15 Patient Stories,₹500
Dr. Bhupesh Budhiraja,"MBBS, DNB - Obstetrics & Gynecology",Dentist,26 years experience overall,"Mayur Vihar Ph-II,",Delhi,75%,39 Patient Stories,₹800
Dr. Kapil Garella,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",Dentist,26 years experience overall,"Paschim Vihar,",Delhi,100%,261 Patient Stories,₹400
Dr. Jitender Dabas,"MBBS, Diploma in Child Health (DCH)",Dentist,13 years experience overall,"Dwarka Sector 6,",Delhi,100%,4 Patient Stories,₹500
Dr. Meenakshi Ahuja,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,34 years experience overall,"Greater Kailash Part 2,",Delhi,95%,17 Patient Stories,₹1500
Dr. Madhu Goel,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,29 years experience overall,"Greater Kailash Part 2,",Delhi,99%,179 Patient Stories,₹1200
Dr. Neena Bahl,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,34 years experience overall,"Greater Kailash Part 2,",Delhi,97%,13 Patient Stories,₹1500
Dr. Neha Jain,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,17 years experience overall,"Mehrauli,",Delhi,95%,121 Patient Stories,₹500
Dr. Raj Bokaria,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Gynecologist/Obstetrician,46 years experience overall,"Greater Kailash Part 2,",Delhi,100%,1 Patient Story,₹1500
Dr. Arpana Jain,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,30 years experience overall,"Kingsway Camp,",Delhi,95%,282 Patient Stories,₹1500
Dr. Madhumita Patel,"MBBS, MD - Pediatrics, DNB - Paediatrics",Gynecologist/Obstetrician,16 years experience overall,"Chattarpur,",Delhi,100%,184 Patient Stories,₹600
Dr. Aparna Muddana,"MBBS, MD - Pediatrics, DNB - Paediatrics",Gynecologist/Obstetrician,20 years experience overall,"Greater Kailash Part 2,",Delhi,100%,17 Patient Stories,₹800
Dr. Jasbir Chandna,"MS - Orthopaedics, MBBS",Gynecologist/Obstetrician,43 years experience overall,"Greater Kailash Part 2,",Delhi,92%,6 Patient Stories,₹1500
Dr. Divya Wadhawan,"MBBS, MS - Orthopaedics",Gynecologist/Obstetrician,13 years experience overall,"Nehru Place,",Delhi,100%,,₹1000
Dr. Dinesh Rustogi,"MBBS, MS - Orthopaedics",Pediatrician,44 years experience overall,"Ashok Vihar Phase 3,",Delhi,40%,5 Patient Stories,₹800
Dr. Manoj Aggarwal,"MBBS, MS - Orthopaedics",Pediatrician,21 years experience overall,"Shahdara,",Delhi,100%,,₹500
Dr. Manu Agarwal,"MBBS, DNB - Orthopedics/Orthopedic Surgery",Pediatrician,32 years experience overall,"Panchsheel Park,",Delhi,95%,99 Patient Stories,₹1500
Dr. Arvind Kumar,"MBBS, MS - Orthopaedics",Pediatrician,41 years experience overall,"Shalimar Bagh,",Delhi,93%,7 Patient Stories,₹1000
Dr. Harpreet Kaur,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",Pediatrician,15 years experience overall,"Shalimar Bagh,",Delhi,100%,7 Patient Stories,₹600
Dr. Pramilla Butani,"MBBS, MS - Orthopaedics",Pediatrician,49 years experience overall,"Panchsheel Park,",Delhi,100%,2 Patient Stories,₹1000
Dr. Vipul Baweja,"MBBS, MS - Orthopaedics",Pediatrician,24 years experience overall,"Pusa Road,",Delhi,100%,7 Patient Stories,₹1000
Dr. Sumita Chawla,"MBBS, MS - Orthopaedics",Pediatrician,27 years experience overall,"Panchsheel Park,",Delhi,100%,5 Patient Stories,₹1200
Dr. Ankit Parakh,"DGO, DNB - Obstetrics & Gynecology, MBBS",Pediatrician,20 years experience overall,"Pusa Road,",Delhi,95%,6 Patient Stories,₹1000
Dr. Ajay Kumar Gupta,"MBBS, DNB - Obstetrics & Gynecology, DGO",Pediatrician,32 years experience overall,"Vasundhra Enclave,",Delhi,83%,1 Patient Story,₹800
Dr. Abhimanyu Singh,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,14 years experience overall,"Rohini,",Delhi,100%,,₹500
Dr. Harsh Bhargava,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine, MNAMS - Obstetrics & Gynaecology",Orthopedist,41 years experience overall,"Sarita Vihar,",Delhi,94%,43 Patient Stories,₹2000
Dr. Ankit Bhartia,"MBBS, DNB - Obstetrics & Gynecology",Orthopedist,14 years experience overall,"Dwarka Sector 3,",Delhi,98%,316 Patient Stories,₹600
Dr. V K Sahni,"MBBS, MD - Obstetrics & Gynaecology, DGO",Orthopedist,38 years experience overall,"Pitampura,",Delhi,96%,151 Patient Stories,₹900
Dr. Hitin Mathur,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,23 years experience overall,"Patparganj,",Delhi,95%,84 Patient Stories,₹800
Dr. Deepak Chaudhary,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,39 years experience overall,"Pusa Road,",Delhi,50%,5 Patient Stories,₹1700
Dr. Shiv Chouksey,"MBBS, DNB - Obstetrics & Gynecology",Orthopedist,14 years experience overall,"Pusa Road,",Delhi,,,₹1100
Dr. Ashwani Maichand,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,30 years experience overall,"Punjabi Bagh,",Delhi,92%,3 Patient Stories,₹1500
Dr. N. C. Gupta,BDS,Orthopedist,56 years experience overall,"Kamla Nagar,",Delhi,67%,2 Patient Stories,₹500
Dr. Bhushan Naraini,BDS,Orthopedist,23 years experience overall,"Pusa Road,",Delhi,88%,6 Patient Stories,₹1500
Dr. Ruchi Malhotra,"MDS - Periodontics, BDS",Infertility Specialist,30 years experience overall,"Kingsway Camp,",Delhi,90%,76 Patient Stories,₹700
Dr. Meghana A,BDS,Infertility Specialist,14 years experience overall,"Vasant Kunj,",Delhi,99%,178 Patient Stories,₹650
Dr. Alka Gupta,BDS,Infertility Specialist,41 years experience overall,"Punjabi Bagh,",Delhi,99%,107 Patient Stories,₹1400
Dr. Kashika Gupta Kathuria,"BDS, MDS - Oral Pathology and Oral Microbiology",Infertility Specialist,13 years experience overall,"Shakti Nagar,",Delhi,82%,6 Patient Stories,₹700
Dr. Sheetal Agarwal,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",Infertility Specialist,34 years experience overall,"Nehru Place,",Delhi,63%,7 Patient Stories,₹1500
Dr. Rita Bakshi,BDS,Infertility Specialist,38 years experience overall,"Panchsheel Park,",Delhi,95%,142 Patient Stories,₹2100
Dr. Surbhi Rustagi,BDS,Infertility Specialist,25 years experience overall,"Dwarka,",Delhi,68%,16 Patient Stories,₹99
Dr. Rakhi Gupta,"MDS - Prosthodontics, BDS",Infertility Specialist,29 years experience overall,"Patparganj,",Delhi,97%,298 Patient Stories,₹1000
Dr. Richika Sahay Shukla,"MBBS, DGO, FCPS - Mid. & Gynae, MD - Obstetrics & Gynaecology",Infertility Specialist,21 years experience overall,"Vasant Kunj,",Delhi,97%,44 Patient Stories,₹2000
Dr. Rashmi Agarwal,"MBBS, MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae",Infertility Specialist,45 years experience overall,"Punjabi Bagh,",Delhi,91%,16 Patient Stories,₹1000
Dr. Sonal Malguria,"DNB - Obstetrics & Gynecology, MBBS, MD - Obstetrics & Gynaecology, DGO",Dentist,25 years experience overall,"Santacruz West,",Mumbai,98%,33 Patient Stories,₹200
Dr. Pankti Shah,"MBBS, MS - Obstetrics & Gynaecology",Dentist,10 years experience overall,"Kandivali West,",Mumbai,98%,52 Patient Stories,₹300
Dr. Aaditi Mahajan,"MBBS, DNB - Obstetrics & Gynecology",Dentist,12 years experience overall,"Chembur East,",Mumbai,98%,51 Patient Stories,₹300
Dr. Sabeena Latheef,"FCPS - Mid. & Gynae, MBBS, DGO",Dentist,4 years experience overall,"Goregaon,",Mumbai,100%,19 Patient Stories,Free Consultation
Dr. Pooja Desai,"MBBS, MS - Obstetrics & Gynaecology",Dentist,15 years experience overall,"Oshiwara,",Mumbai,98%,88 Patient Stories,₹800
Dr. Vinita Tekchandani,"DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology",Dentist,11 years experience overall,"Bandra West,",Mumbai,100%,11 Patient Stories,₹500
Dr. Kavin J. Shah,"MBBS, MD - Obstetrics & Gynaecology",Dentist,13 years experience overall,"JB Nagar,",Mumbai,100%,40 Patient Stories,₹500
Dr. Prashant Shetty,"MBBS, MS - Obstetrics & Gynaecology",Dentist,22 years experience overall,"Dahisar West,",Mumbai,99%,133 Patient Stories,₹200
Dr. Anviti Puranik,BDS,Dentist,12 years experience overall,"Goregaon East,",Mumbai,99%,108 Patient Stories,₹500
Dr. Burzin Khan,"BDS, MDS - Periodontics",Dentist,35 years experience overall,"Fort,",Mumbai,99%,140 Patient Stories,₹1000
Dr. Sashikant Parchure,"MDS - Prosthodontist And Crown Bridge, BDS",Gynecologist/Obstetrician,60 years experience overall,"Dadar East,",Mumbai,100%,7 Patient Stories,₹1000
Dr. Uddhavraj Dudhedia,BDS,Gynecologist/Obstetrician,25 years experience overall,"Santacruz West,",Mumbai,100%,2 Patient Stories,₹1500
Dr. Rakesh Pandia,"BDS, MD - Acupressure",Gynecologist/Obstetrician,31 years experience overall,"Malad West,",Mumbai,100%,1 Patient Story,₹1000
Dr. Deepika Doshi,"BDS, MDS - Oral Medicine and Radiology",Gynecologist/Obstetrician,11 years experience overall,"Borivali West,",Mumbai,90%,9 Patient Stories,₹800
Dr. Priti Shyamkul,BDS,Gynecologist/Obstetrician,19 years experience overall,"Andheri East,",Mumbai,94%,76 Patient Stories,₹800
Dr. Saurabh Dani,"BDS, MDS - Conservative Dentistry & Endodontics",Gynecologist/Obstetrician,22 years experience overall,"Malad West,",Mumbai,100%,3 Patient Stories,₹1000
Dr. Shweta Shah,BDS,Gynecologist/Obstetrician,11 years experience overall,"Malad West,",Mumbai,99%,166 Patient Stories,₹1500
Dr. Nitin M Narvekar,"MDS - Public Health Dentistry, BDS",Gynecologist/Obstetrician,40 years experience overall,"Matunga,",Mumbai,100%,9 Patient Stories,₹2000
Dr. Maulik Joshi,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Gynecologist/Obstetrician,29 years experience overall,"Matunga West,",Mumbai,100%,,₹800
Dr. Ashish Shyamkul,"MBBS, DNB - Obstetrics & Gynecology",Gynecologist/Obstetrician,19 years experience overall,"Goregaon,",Mumbai,100%,1 Patient Story,₹500
Dr. Manik Chowdhury,"MBBS, MD - Obstetrics & Gynaecology, DGO",Dentist,11 years experience overall,"Bannerghatta Road,",Bangalore,99%,76 Patient Stories,₹500
Dr. Gayathri Chinmayee B,"MBBS, MS - Obstetrics & Gynaecology",Dentist,10 years experience overall,"Banaswadi,",Bangalore,98%,43 Patient Stories,₹500
Dr. Mudit Kedia,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Dentist,13 years experience overall,"BTM Layout,",Bangalore,99%,153 Patient Stories,₹500
Dr. Trilochani Prabhakar,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",Dentist,43 years experience overall,"Bannerghatta Road,",Bangalore,100%,1 Patient Story,₹200
Dr. Shabbir Ulla Khan,"MBBS, MS - Obstetrics & Gynaecology",Dentist,10 years experience overall,"Jayanagar,",Bangalore,98%,27 Patient Stories,₹350
Dr. Vathsala Naik,"MBBS, MD - Obstetrics & Gynaecology",Dentist,39 years experience overall,"Indiranagar,",Bangalore,100%,31 Patient Stories,₹500
Dr. Reetu Singh,"MBBS, DNB - Obstetrics & Gynecology",Dentist,14 years experience overall,"Jalahalli,",Bangalore,100%,28 Patient Stories,₹300
Dr. Nagesh S.C,"MBBS, DGO",Dentist,10 years experience overall,"Sarjapur Road,",Bangalore,93%,12 Patient Stories,₹300
Dr. NG Sylvia Kune,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Dentist,6 years experience overall,"HAL 2nd Stage,",Bangalore,96%,21 Patient Stories,₹500
Dr. Lahari,"MBBS, MD - Pediatrics",Dentist,15 years experience overall,"HSR Layout,",Bangalore,100%,28 Patient Stories,₹500
Dr. Usha B.R.,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,17 years experience overall,"JP Nagar,",Bangalore,94%,103 Patient Stories,₹600
Dr. Rituparna Bera,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,12 years experience overall,"Hennur,",Bangalore,100%,482 Patient Stories,₹400
Dr. Prakash Kini,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,45 years experience overall,"Jayanagar,",Bangalore,96%,147 Patient Stories,₹1050
Dr. Sandya Rani,"MBBS, DNB - Paediatrics",Gynecologist/Obstetrician,18 years experience overall,"Whitefield,",Bangalore,99%,176 Patient Stories,₹700
Dr. Nirmala Mohan,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,23 years experience overall,"Hebbal,",Bangalore,89%,6 Patient Stories,₹1090
Dr. Vandana Ramanathan,"MBBS, Diploma in Paediatrics",Gynecologist/Obstetrician,10 years experience overall,"Kalyan Nagar,",Bangalore,100%,2 Patient Stories,₹550
Dr. Geetha Nagarjuna,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,12 years experience overall,"Banashankari,",Bangalore,100%,86 Patient Stories,₹600
Dr. Sita Rajan,"MBBS, DNB - Pediatrics, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,38 years experience overall,"Whitefield,",Bangalore,79%,30 Patient Stories,₹900
Dr. Ashwini P,"MBBS, MS - Orthopaedics",Gynecologist/Obstetrician,20 years experience overall,"CV Raman Nagar,",Bangalore,91%,121 Patient Stories,₹600
Dr. Shwetha Yadav,"MBBS, Diploma in Orthopaedics, MRCS (UK), M.Ch - Orthopaedics",Gynecologist/Obstetrician,15 years experience overall,"Kalyan Nagar,",Bangalore,99%,68 Patient Stories,₹600
Dr. Seema Peter Gonsalves,"MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",Pediatrician,18 years experience overall,"Bannerghatta Road,",Bangalore,100%,,₹1100
Dr. Swetha R D,"MBBS, MS - Orthopaedics",Pediatrician,14 years experience overall,"Bannerghatta Road,",Bangalore,100%,1 Patient Story,₹800
Dr. Rakshay Shetty,"MS - Orthopaedics, MBBS",Pediatrician,20 years experience overall,"Marathahalli,",Bangalore,38%,11 Patient Stories,₹850
Dr. Vaishnavi Chandramohan,"MBBS, MS - Orthopaedics",Pediatrician,15 years experience overall,"Marathahalli,",Bangalore,100%,,₹850
Dr. Archana Kadri,"MBBS, Diploma in Orthopaedics",Pediatrician,13 years experience overall,"Bannerghatta Road,",Bangalore,,,₹800
Dr. Nikhil Nagaraj Kalale,"MBBS, MS - Orthopaedics",Pediatrician,8 years experience overall,"JP Nagar,",Bangalore,100%,2 Patient Stories,₹850
Dr. Niranjan Kumar P,"MBBS, MS - Orthopaedics",Pediatrician,17 years experience overall,"Sampangiramnagar,",Bangalore,,,₹800
Dr. Tejaswini Nayak,"MBBS, MS - Orthopaedics",Pediatrician,27 years experience overall,"Bellandur,",Bangalore,96%,179 Patient Stories,₹800
Dr. Lavenya R P,"MBBS, DNB - Dermatology, Venereology & Leprosy, MD - Dermatology , Venereology & Leprosy",Pediatrician,17 years experience overall,"Marathahalli,",Bangalore,,,₹1100
Dr. Rajaram,"MBBS, DDVL, DNB - Dermatology & Venereology",Pediatrician,10 years experience overall,"Marathahalli,",Bangalore,,,₹850
Dr. Karan Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,8 years experience overall,"Basaveshwaranagar,",Bangalore,,,₹400
Dr. Balamurali Krishnan,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,31 years experience overall,"Sarjapur Road,",Bangalore,78%,27 Patient Stories,₹850
Dr. Avinash Alva,"DDVL, MBBS",Orthopedist,20 years experience overall,"HSR Layout,",Bangalore,60%,1 Patient Story,₹700
Dr. Venugopal N,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,22 years experience overall,"Millers Road,",Bangalore,90%,4 Patient Stories,₹1000
Dr. Ambareesh. P,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,15 years experience overall,"Kundalahalli,",Bangalore,83%,9 Patient Stories,₹650
Dr. Naveen.D,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,14 years experience overall,"Bannerghatta Road,",Bangalore,95%,10 Patient Stories,₹750
Dr. Karthik Gajapathy,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",Orthopedist,30 years experience overall,"Koramangala 5 Block,",Bangalore,83%,4 Patient Stories,₹750
Dr. Sudhir N. Pai,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",Orthopedist,24 years experience overall,"Sampangiramnagar,",Bangalore,100%,29 Patient Stories,₹800
Dr. J V Srinivas,BPTh/BPT,Orthopedist,25 years experience overall,"JP Nagar,",Bangalore,100%,13 Patient Stories,₹950
Dr. Manoj A N,BPTh/BPT,Orthopedist,21 years experience overall,"Indiranagar,",Bangalore,100%,2 Patient Stories,₹800
Dr. Priyanka K,BPTh/BPT,Dermatologist,6 years experience overall,"Mahadevapura,",Bangalore,100%,9 Patient Stories,₹700
Dr. Sindhu.P.S,"BPTh/BPT, MPT - Orthopaedics & Traumatology",Dermatologist,12 years experience overall,"Bellandur,",Bangalore,60%,2 Patient Stories,₹600
Dr. Akshitha Ratnakara Shetty,BPTh/BPT,Dermatologist,13 years experience overall,"Indiranagar,",Bangalore,91%,10 Patient Stories,₹600
Dr. Poovamma A S,BPTh/BPT,Dermatologist,8 years experience overall,"HSR Layout,",Bangalore,95%,15 Patient Stories,₹600
Dr. Anusha Akilesh,MPTh/MPT - Orthopedic Physiotherapy,Dermatologist,8 years experience overall,"HRBR Layout,",Bangalore,96%,40 Patient Stories,₹600
Dr. Kanchan S Topgi,BPTh/BPT,Dermatologist,8 years experience overall,"HSR Layout,",Bangalore,100%,1 Patient Story,₹600
Dr. Rashmika Reddy,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",Dermatologist,7 years experience overall,"Indiranagar,",Bangalore,94%,35 Patient Stories,₹600
Dr. Vishnu M Moodalgiri,BPTh/BPT,Dermatologist,10 years experience overall,"Electronics City,",Bangalore,97%,14 Patient Stories,₹700
Dr. Abdul Samad,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",Dermatologist,29 years experience overall,"Electronics City,",Bangalore,94%,27 Patient Stories,₹550
Dr. Anupama MP,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dermatologist,14 years experience overall,"Jayanagar 4 Block,",Bangalore,96%,14 Patient Stories,₹650
Dr. Chetan Parasar   (Physiotherapist),"MBBS, DNB - Obstetrics & Gynecology",Physiotherapist,14 years experience overall,"Banashankari 2nd Stage,",Bangalore,100%,,₹300
Dr. Hemanth Kumar   (Physiotherapist),"MBBS, DGO, MRCOG(UK), Fellowship in Reproductive Medicine",Physiotherapist,13 years experience overall,"HSR Layout,",Bangalore,,,₹700
Dr. Manjiri P thakur   (Physiotherapist),"MBBS, DNB - Obstetrics & Gynecology",Physiotherapist,13 years experience overall,"Indiranagar,",Bangalore,100%,3 Patient Stories,₹650
Dr. Santhoshkumar K   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,15 years experience overall,"Ashoknagar,",Bangalore,,,₹500
